Departamento;     Documento;     Nombres;     Apellidos;     Observaciones;     Tipo_Producto;     Nombre_Producto;    ISBN/ISSN;     Tipo_Obra;     Publicado_en;     País;     Año;     Idioma;     Volumen;     Página;     Nombre_del_Capítulo;     Carácter;     Idioma_Destino;     Entidad;     Número/Código_Registro;     Observaciones_Extra
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Análisis del estado actual de la salud pública bajo el marco de la interoperabilidad;1909-9851;-;PuenteRevista CientificaUniversidad Pontificia Bolivariana Seccional Bucaramanga;-;2015;Sin Información;9;7 a 13;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Desempeño de los protocolos de enrutamiento MESH;2248-762X;-;Redes De Ingenieria;-;2014;Sin Información;5;40 a 46;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Spectrum Forecast Using Propagation Losses of the Okumura-Hata Model;2039-5086;-;International Journal On Communications Antenna And Propagation;-;2016;Sin Información;6;328 a 335;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Evaluación del desempeño de filtro adaptado para radio cognitiva;2248-762X;-;Redes De Ingenieria;-;2013;Sin Información;4;16 a 27;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Performance Evaluation in IP/MPLS Networks;1666-6038;-;Journal Of Computer Science And Technology;-;2008;Sin Información;1;1 a 4;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Diseno de una Red ATM y Frame Relay en OPNET;9788-5996;-;5th Contecsi;-;2008;Sin Información;1;309 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Modelo de trafico WIMAX basado en series de tiempo para predecir futuros valores de datos;9788-5996;-;5th Contecsi;-;2008;Sin Información;1;291 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Redes Opticas: Una Aplicacion para la Sociedad del Conocimiento;846900258;-;Simposio Internacional de sistemas de informacion;-;2006;Sin Información;1;39 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Una aplicacion a la sociedad del conocimiento: Metro Ethernet;846900258;-;Simposio Internacional de sistemas de informacion;-;2006;Sin Información;1;13 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Metodologia AntiSpit Basada en Identidad SIP;2008-0000;-;Memorias Contecsi;-;2008;Sin Información;5;430 a 437;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;HERRAMIENTA COMPUTACIONAL PARA CONTROL DE CALIDAD DE DATOS OCEANOGRAFICOS;2008-0001;-;Memorias CDTIC;-;2008;Sin Información;1;34 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Redes neuronales artificiales, una aplicacion a la tasa de cambio nominal;846900258;-;Simposio Internacional de sistemas de informacion;-;2006;Sin Información;1;72 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Metodologia Antispit basada en identidad SIP;9788-5996;-;5th Contecsi;-;2008;Sin Información;1;319 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Diseño de una red frame relay - ATM con simulacion opnet;1934-2723;-;Revista iberomericaca en sistema, cibernetica e informatica (CISCI);-;2008;Sin Información;1;173 a ;-;-;-;-;-;-
